# 1629 FLIRT/identified names (VC6/MFC42/std)
0x004355C3 ?SetWindowOrg@CDC@@QAE?AVCPoint@@HH@Z
0x0043560F ?SetWindowExt@CDC@@UAE?AVCSize@@HH@Z
0x0043565B ?ScaleWindowExt@CDC@@UAE?AVCSize@@HHHH@Z
0x004356B3 ?GetClipBox@CDC@@UBEHPAUtagRECT@@@Z
0x004356C3 ?SelectClipRgn@CDC@@QAEHPAVCRgn@@@Z
0x00435711 ?ExcludeClipRect@CDC@@QAEHPBUtagRECT@@@Z
0x0043575D ?IntersectClipRect@CDC@@QAEHPBUtagRECT@@@Z
0x004357A9 ?MoveTo@CDC@@QAE?AVCPoint@@HH@Z
0x004357F5 ?LineTo@CDC@@QAEHHH@Z
0x0043582A ?SetTextAlign@CDC@@QAEII@Z
0x0043585E ??0CClientDC@@QAE@PAVCWnd@@@Z
0x004358B4 ??_GCClientDC@@UAEPAXI@Z
0x004358D0 ??1CClientDC@@UAE@XZ
0x00435912 ??0CWindowDC@@QAE@PAVCWnd@@@Z
0x00435968 ??_GCWindowDC@@UAEPAXI@Z
0x00435984 ??1CWindowDC@@UAE@XZ
0x004359C6 ??0CPaintDC@@QAE@PAVCWnd@@@Z
0x00435A1C ??_GCPaintDC@@UAEPAXI@Z
0x00435A38 ??1CPaintDC@@UAE@XZ
0x00435A7F ?DeleteTempMap@CGdiObject@@SGXXZ
0x00435A93 ?afxMapHGDIOBJ@@YAPAVCHandleMap@@H@Z
0x00435B03 ?FromHandle@CGdiObject@@SGPAV1@PAX@Z
0x00435B19 ?Attach@CGdiObject@@QAEHPAX@Z
0x00435B46 ?Detach@CGdiObject@@QAEPAXXZ
0x00435B70 ?DeleteObject@CGdiObject@@QAEHXZ
0x00435B86 ??0CBrush@@QAE@K@Z
0x00435BD0 ?AfxThrowResourceException@@YGXXZ
0x00435BEB ?OnAppExit@CWinApp@@IAEXXZ
0x00435C04 ??0CDocument@@QAE@XZ
0x00435C68 ??_GCDocument@@UAEPAXI@Z
0x00435C84 ??1CDocument@@UAE@XZ
0x00435CF0 ?OnFinalRelease@CDocument@@UAEXXZ
0x00435CF8 ?DisconnectViews@CDocument@@QAEXXZ
0x00435D19 ?SetTitle@CDocument@@UAEXPBD@Z
0x00435D37 ?OnChangedViewList@CDocument@@UAEXXZ
0x00435D53 ?UpdateFrameCounts@CDocument@@UAEXXZ
0x00435E56 ?CanCloseFrame@CDocument@@UAEHPAVCFrameWnd@@@Z
0x00435EA4 ?SetPathName@CDocument@@UAEXPBDH@Z
0x00435F20 ?OnFileClose@CDocument@@IAEXXZ
0x00435F3B ?OnFileSave@CDocument@@IAEXXZ
0x00435F43 ?OnFileSaveAs@CDocument@@IAEXXZ
0x00435F50 ?DoFileSave@CDocument@@UAEHXZ
0x00435F7E ?DoSave@CDocument@@UAEHPBDH@Z
0x00436108 ?SaveModified@CDocument@@UAEHXZ
0x00436223 ?ReportSaveLoadException@CDocument@@UAEXPBDPAVCException@@HI@Z
0x00436393 ?Open@CMirrorFile@@UAEHPBDIPAVCFileException@@@Z
0x0043655A ?Abort@CMirrorFile@@UAEXXZ
0x00436573 ?Close@CMirrorFile@@UAEXXZ
0x00436643 ??_GCMirrorFile@@UAEPAXI@Z
0x0043665F ??1CMirrorFile@@UAE@XZ
0x00436690 ?ReleaseFile@CDocument@@UAEXPAVCFile@@H@Z
0x004366B9 ?OnNewDocument@CDocument@@UAEHXZ
0x004366DC ?OnOpenDocument@CDocument@@UAEHPBD@Z
0x004368A7 ?OnSaveDocument@CDocument@@UAEHPBD@Z
0x00436A4E ?OnCloseDocument@CDocument@@UAEXXZ
0x00436AA9 ?AddView@CDocument@@QAEXPAVCView@@@Z
0x00436AC9 ?RemoveView@CDocument@@QAEXPAVCView@@@Z
0x00436AFC ?GetNextView@CDocument@@UBEPAVCView@@AAPAU__POSITION@@@Z
0x00436B10 ?OnCmdMsg@CDocument@@UAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z
0x00436B53 ??0CSingleDocTemplate@@QAE@IPAUCRuntimeClass@@00@Z
0x00436B7B ??_GCSingleDocTemplate@@UAEPAXI@Z
0x00436B97 ??1CSingleDocTemplate@@UAE@XZ
0x00436BA2 ?GetFirstDocPosition@CSingleDocTemplate@@UBEPAU__POSITION@@XZ
0x00436BAA ?GetNextDoc@CSingleDocTemplate@@UBEPAVCDocument@@AAPAU__POSITION@@@Z
0x00436BBE ?AddDocument@CSingleDocTemplate@@UAEXPAVCDocument@@@Z
0x00436BD4 ?RemoveDocument@CSingleDocTemplate@@UAEXPAVCDocument@@@Z
0x00436D94 ?SetDefaultTitle@CSingleDocTemplate@@UAEXPAVCDocument@@@Z
0x00436E01 ??0CView@@IAE@XZ
0x00436E17 ??_GCView@@UAEPAXI@Z
0x00436E33 ??1CView@@UAE@XZ
0x00436EC6 ?OnCreate@CView@@IAEHPAUtagCREATESTRUCTW@@@Z
0x00436EF6 ?OnDestroy@CView@@IAEXXZ
0x00436F31 ?CalcWindowRect@CView@@UAEXPAUtagRECT@@I@Z
0x00436F99 ?OnCmdMsg@CView@@MAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z
0x00437000 ?OnPaint@CView@@IAEXXZ
0x00437054 ?OnInitialUpdate@CView@@UAEXXZ
0x00437062 ?OnUpdate@CView@@MAEXPAV1@JPAVCObject@@@Z
0x00437072 ?OnPrint@CView@@MAEXPAVCDC@@PAUCPrintInfo@@@Z
0x00437089 ?OnActivateView@CView@@MAEXHPAV1@0@Z
0x004370AA ?OnMouseActivate@CView@@IAEHPAVCWnd@@II@Z
0x00437121 ?OnDragScroll@CView@@UAEKKVCPoint@@@Z
0x0043713F ?GetParentSplitter@CView@@SGPAVCSplitterWnd@@PBVCWnd@@H@Z
0x0043719D ?GetScrollBarCtrl@CView@@UBEPAVCScrollBar@@H@Z
0x00437212 ?OnUpdateSplitCmd@CView@@IAEXPAVCCmdUI@@@Z
0x0043723A ?OnSplitCmd@CView@@IAEHI@Z
0x00437256 ?OnUpdateNextPaneMenu@CView@@IAEXPAVCCmdUI@@@Z
0x00437294 ?OnNextPaneCmd@CView@@IAEHI@Z
0x004372BE ?OnPrepareDC@CView@@UAEXPAVCDC@@PAUCPrintInfo@@@Z
0x004372E3 ?EndOfStream@CBasePin@@UAGJXZ_0
0x004372EF ?OnEndPrintPreview@CView@@MAEXPAVCDC@@PAUCPrintInfo@@UtagPOINT@@PAVCPreviewView@@@Z
0x004373BE ?AfxCustomLogFont@@YGHIPAUtagLOGFONTA@@@Z
0x00437436 ?_AfxIsComboBoxControl@@YGHPAUHWND__@@I@Z
0x00437480 ?_AfxCompareClassName@@YGHPAUHWND__@@PBD@Z
0x004374AB ?_AfxChildWindowFromPoint@@YGPAUHWND__@@PAU1@UtagPOINT@@@Z
0x00437520 ?AfxSetWindowText@@YGXPAUHWND__@@PBD@Z
0x00437578 ?AfxDeleteObject@@YGXPAPAX@Z
0x00437591 ?AfxCancelModes@@YGXPAUHWND__@@@Z
0x00437608 ?AfxGlobalFree@@YGXPAX@Z
0x0043763E ?AfxCriticalNewHandler@@YAHI@Z
0x00437696 ?_AfxGetMouseScrollLines@@YAIH@Z
0x0043780D ??0CScrollView@@IAE@XZ
0x00437834 ??_GCScrollView@@UAEPAXI@Z
0x00437850 ??1CScrollView@@UAE@XZ
0x0043785B ?OnPrepareDC@CScrollView@@UAEXPAVCDC@@PAUCPrintInfo@@@Z
0x00437931 ?SetScaleToFitSize@CScrollView@@QAEXUtagSIZE@@@Z
0x004379BC ?SetScrollSizes@CScrollView@@QAEXHUtagSIZE@@ABU2@1@Z
0x00437AEE ?GetDeviceScrollPosition@CScrollView@@QBE?AVCPoint@@XZ
0x00437B67 ?ScrollToDevicePosition@CScrollView@@IAEXUtagPOINT@@@Z
0x00437BB9 ?OnSize@CScrollView@@QAEXIHH@Z
0x00437BE1 ?CenterOnPoint@CScrollView@@IAEXVCPoint@@@Z
0x00437C8F ?GetScrollBarSizes@CScrollView@@IAEXAAVCSize@@@Z
0x00437CE9 ?GetTrueClientSize@CScrollView@@IAEHAAVCSize@@0@Z
0x00437D5E ?GetScrollBarState@CScrollView@@IAEXVCSize@@AAV2@1AAVCPoint@@H@Z
0x00437E1A ?UpdateBars@CScrollView@@IAEXXZ
0x00437F90 ?CalcWindowRect@CScrollView@@UAEXPAUtagRECT@@I@Z
0x00438017 ?OnHScroll@CScrollView@@QAEXIIPAVCScrollBar@@@Z
0x0043805B ?OnVScroll@CScrollView@@QAEXIIPAVCScrollBar@@@Z
0x004380A2 ?OnMouseWheel@CScrollView@@QAEHIFVCPoint@@@Z
0x004380D6 ?DoMouseWheel@CScrollView@@QAEHIFVCPoint@@@Z
0x004381FA ?OnScroll@CScrollView@@UAEHIIH@Z
0x004382CA ?OnScrollBy@CScrollView@@UAEHVCSize@@H@Z
0x004383CD ?CheckCount@CArchive@@QAEXXZ
0x004383E1 ?WriteObject@CArchive@@QAEXPBVCObject@@@Z
0x0043845E ?ReadObject@CArchive@@QAEPAVCObject@@PBUCRuntimeClass@@@Z
0x0043850D ?MapObject@CArchive@@QAEXPBVCObject@@@Z
0x00438605 ?WriteClass@CArchive@@QAEXPBUCRuntimeClass@@@Z
0x00438696 ?ReadClass@CArchive@@QAEPAUCRuntimeClass@@PBU2@PAIPAK@Z
0x00438856 ?Load@CRuntimeClass@@SGPAU1@AAVCArchive@@PAI@Z
0x004388E6 ?Store@CRuntimeClass@@QBEXAAVCArchive@@@Z
0x0043891E ??0CArchive@@QAE@PAVCFile@@IHPAX@Z
0x004389FA ??1CArchive@@QAE@XZ
0x00438A40 ?Abort@CArchive@@QAEXXZ
0x00438A82 ?Close@CArchive@@QAEXXZ
0x00438A90 ?Read@CArchive@@QAEIPAXI@Z
0x00438B9E ?Write@CArchive@@QAEXPBXI@Z
0x00438C2E ?Flush@CArchive@@QAEXXZ
0x00438CA8 ?FillBuffer@CArchive@@QAEXI@Z
0x00438D6A ?WriteCount@CArchive@@QAEXK@Z
0x00438D98 ?ReadCount@CArchive@@QAEKXZ
0x00438DC8 ?GetErrorMessage@CArchiveException@@UAEHPADIPAI@Z
0x00438E68 ?AfxThrowArchiveException@@YGXHPBD@Z
0x00438EE3 ?OpenDocumentFile@CDocManager@@UAEPAVCDocument@@PBD@Z
0x00439024 ?GetOpenDocumentCount@CDocManager@@UAEHXZ
0x00439070 ??0CDocTemplate@@IAE@IPAUCRuntimeClass@@00@Z
0x00439173 ??_GCDocTemplate@@UAEPAXI@Z
0x0043918F ?LoadTemplate@CDocTemplate@@UAEXXZ
0x00439237 ??1CDocTemplate@@UAE@XZ
0x0043929F ?GetDocString@CDocTemplate@@UBEHAAVCString@@W4DocStringIndex@1@@Z
0x004392B4 ?AddDocument@CDocTemplate@@UAEXPAVCDocument@@@Z
0x004392BE ?RemoveDocument@CDocTemplate@@UAEXPAVCDocument@@@Z
0x004392C9 ?MatchDocType@CDocTemplate@@UAE?AW4Confidence@1@PBDAAPAVCDocument@@@Z
0x00439386 ?CreateNewDocument@CDocTemplate@@UAEPAVCDocument@@XZ
0x004393AD ?CreateNewFrame@CDocTemplate@@UAEPAVCFrameWnd@@PAVCDocument@@PAV2@@Z
0x00439416 ?InitialUpdateFrame@CDocTemplate@@UAEXPAVCFrameWnd@@PAVCDocument@@H@Z
0x0043942A ?SaveAllModified@CDocTemplate@@UAEHXZ
0x00439468 ?CloseAllDocuments@CDocTemplate@@UAEXH@Z
0x0043949D ?OnIdle@CDocTemplate@@UAEXXZ
0x004394D0 ?OnCmdMsg@CDocTemplate@@UAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z
0x0043951B ?HideApplication@CWinApp@@QAEXXZ
0x0043954D ?DoWaitCursor@CWinApp@@UAEXH@Z
0x004395AC ?EnableModeless@CWinApp@@QAEXH@Z
0x004395DA ?DoMessageBox@CWinApp@@UAEHPBDII@Z
0x004396B5 ?AfxMessageBox@@YGHIII@Z
0x0043971B ?MessageBoxA@CWnd@@QAEHPBD0I@Z
0x00439754 ?SaveAllModified@CWinApp@@UAEHXZ
0x00439767 ?AddToRecentFileList@CWinApp@@UAEXPBD@Z
0x004397B4 ?CloseAllDocuments@CWinApp@@QAEXH@Z
0x004397CA ?OnUpdateRecentFileMenu@CWinApp@@IAEXPAVCCmdUI@@@Z
0x00439806 ?OnOpenRecentFile@CWinApp@@IAEHI@Z
0x0043983F ?WriteProfileInt@CWinApp@@QAEHPBD0H@Z
0x004398B4 ?WriteProfileStringA@CWinApp@@QAEHPBD00@Z
0x00439954 ?WriteProfileBinary@CWinApp@@QAEHPBD0PAEI@Z
0x004399F5 ?OnFileNew@CWinApp@@IAEXXZ
0x00439A05 ?OnFileOpen@CWinApp@@IAEXXZ
0x00439A10 ?DoPromptFileName@CWinApp@@QAEHAAVCString@@IKHPAVCDocTemplate@@@Z
0x00439A31 ?AddDocTemplate@CWinApp@@QAEXPAVCDocTemplate@@@Z
0x00439A8D ?GetFirstDocTemplatePosition@CWinApp@@QBEPAU__POSITION@@XZ
0x00439A9F ?GetNextDocTemplate@CWinApp@@QBEPAVCDocTemplate@@AAPAU__POSITION@@@Z
0x00439AB1 ?CommandToIndex@CStatusBar@@QBEHI@Z
0x00439AD9 ?GetPaneStyle@CStatusBar@@QBEIH@Z
0x00439AEA ?SetPaneStyle@CStatusBar@@QAEXHI@Z
0x00439B35 ?SetPaneText@CStatusBar@@QAEHHPBDH@Z
0x00439BFD ?CalcFixedLayout@CStatusBar@@UAE?AVCSize@@HH@Z
0x00439CDE ?OnNcHitTest@CStatusBar@@IAEIVCPoint@@@Z
0x00439CF5 ?OnNcCalcSize@CStatusBar@@IAEXHPAUtagNCCALCSIZE_PARAMS@@@Z
0x00439D37 ?OnBarStyleChange@CStatusBar@@UAEXKK@Z
0x00439D5A ?OnNcPaint@CReBar@@IAEXXZ
0x00439D62 ?OnChildNotify@CStatusBar@@MAEHIIJPAJ@Z
0x00439D90 ?OnPaint@CStatusBar@@IAEXXZ
0x00439DA5 ?OnSize@CStatusBar@@IAEXIHH@Z
0x00439DDC ?OnSetText@CStatusBar@@IAEJIJ@Z
0x00439E08 ?OnGetText@CStatusBar@@IAEJIJ@Z
0x00439E5C ?OnGetTextLength@CStatusBar@@IAEJIJ@Z
0x00439E80 ?OnSetMinHeight@CStatusBar@@IAEJIJ@Z
0x00439E97 ?Enable@CStatusCmdUI@@UAEXH@Z
0x00439ED0 ?SetCheck@CStatusCmdUI@@UAEXH@Z
0x00439EFE ?SetText@CStatusCmdUI@@UAEXPBD@Z
0x00439F12 ?OnUpdateCmdUI@CStatusBar@@UAEXPAVCFrameWnd@@H@Z
0x00439F86 ?AfxLoadSysColorBitmap@@YGPAUHBITMAP__@@PAUHINSTANCE__@@PAUHRSRC__@@H@Z
0x0043A0F6 ?_GetButton@CToolBar@@IBEXHPAU_TBBUTTON@@@Z
0x0043A115 ?_SetButton@CToolBar@@IAEXHPAU_TBBUTTON@@@Z
0x0043A1FA ?GetItemID@CToolBar@@QBEIH@Z
0x0043A213 ?GetItemRect@CToolBar@@UBEXHPAUtagRECT@@@Z
0x0043A28D ?GetButtonStyle@CToolBar@@QBEIH@Z
0x0043A2B0 ?SetButtonStyle@CToolBar@@QAEXHI@Z
0x0043A2EE ?CalcSize@CToolBar@@IAE?AVCSize@@PAU_TBBUTTON@@H@Z
0x0043A3CC ?WrapToolBar@CToolBar@@IAEHPAU_TBBUTTON@@HH@Z
0x0043A4DA ?SizeToolBar@CToolBar@@IAEXPAU_TBBUTTON@@HHH@Z
0x0043A635 ?CalcLayout@CToolBar@@IAE?AVCSize@@KH@Z
0x0043A983 ?CalcFixedLayout@CToolBar@@UAE?AVCSize@@HH@Z
0x0043A9AC ?CalcDynamicLayout@CToolBar@@UAE?AVCSize@@HK@Z
0x0043A9EE ?OnToolHitTest@CToolBar@@UBEHVCPoint@@PAUtagTOOLINFOA@@@Z
0x0043AAC6 ?Unlock@CSyncObject@@UAEHJPAJ@Z
0x0043AACC ?OnNcCalcSize@CToolBar@@IAEXHPAUtagNCCALCSIZE_PARAMS@@@Z
0x0043AB1B ?OnBarStyleChange@CToolBar@@UAEXKK@Z
0x0043AB4E ?OnNcPaint@CReBar@@IAEXXZ_0
0x0043AB53 ?OnWindowPosChanging@CToolBar@@IAEXPAUtagWINDOWPOS@@@Z
0x0043AB8E ?OnPaint@CToolBar@@IAEXXZ
0x0043ABF3 ?OnSetButtonSize@CToolBar@@IAEJIJ@Z
0x0043AC1C ?OnSetBitmapSize@CToolBar@@IAEJIJ@Z
0x0043AC45 ?OnSysColorChange@CToolBar@@IAEXXZ
0x0043AC71 ?Enable@CToolCmdUI@@UAEXH@Z
0x0043ACAF ?SetCheck@CToolCmdUI@@UAEXH@Z
0x0043ACF4 ?OnUpdateCmdUI@CToolBar@@UAEXPAVCFrameWnd@@H@Z
0x0043AD86 ?AfxFormatStrings@@YGXAAVCString@@IPBQBDH@Z
0x0043ADC0 ?AfxFormatStrings@@YGXAAVCString@@PBDPBQBDH@Z
0x0043AEBF ?AfxFormatString1@@YGXAAVCString@@IPBG@Z
0x0043AEDC ?OnInitDialog@CNewTypeDlg@@MAEHXZ
0x0043AFF0 ?OnOK@CNewTypeDlg@@MAEXXZ
0x0043B038 ?AddDocTemplate@CDocManager@@UAEXPAVCDocTemplate@@@Z
0x0043B0A5 ?GetNextDocTemplate@CDocManager@@UBEPAVCDocTemplate@@AAPAU__POSITION@@@Z
0x0043B0B5 ?SaveAllModified@CDocManager@@UAEHXZ
0x0043B0D7 ?CloseAllDocuments@CDocManager@@UAEXH@Z
0x0043B0F8 ?DoPromptFileName@CDocManager@@UAEHAAVCString@@IKHPAVCDocTemplate@@@Z
0x0043B2A4 ?AppendFilterSuffix@@YAXAAVCString@@AAUtagOFNA@@PAVCDocTemplate@@PAV1@@Z
0x0043B37D ?OnDDECommand@CDocManager@@UAEHPAD@Z
0x0043B96B ?OnFileNew@CDocManager@@UAEXXZ
0x0043BA37 ?OnFileOpen@CDocManager@@UAEXXZ
0x0043BAA2 ??1CControlBar@@UAE@XZ
0x0043BB2D ?PostNcDestroy@CControlBar@@UAEXXZ
0x0043BB3F ?CalcFixedLayout@CControlBar@@UAE?AVCSize@@HH@Z
0x0043BB71 ?CalcDynamicLayout@CControlBar@@UAE?AVCSize@@HK@Z
0x0043BB97 ?ResetTimer@CControlBar@@QAEXII@Z
0x0043BBCD ?OnTimer@CControlBar@@QAEXI@Z
0x0043BD36 ?SetStatusText@CControlBar@@UAEHH@Z
0x0043BDCD ?PreTranslateMessage@CControlBar@@UAEHPAUtagMSG@@@Z
0x0043BFC1 ?WindowProc@CControlBar@@UAEJIIJ@Z
0x0043C032 ?OnHelpHitTest@CControlBar@@QAEJIJ@Z
0x0043C075 ?OnWindowPosChanging@CControlBar@@QAEXPAUtagWINDOWPOS@@@Z
0x0043C1C0 ?OnDestroy@CControlBar@@QAEXXZ
0x0043C1F6 ?DestroyWindow@CControlBar@@UAEHXZ
0x0043C221 ?OnMouseActivate@CControlBar@@QAEHPAVCWnd@@II@Z
0x0043C242 ?OnPaint@CControlBar@@QAEXXZ
0x0043C294 ?EraseNonClient@CControlBar@@QAEXXZ
0x0043C35F ?OnCtlColor@CControlBar@@QAEPAUHBRUSH__@@PAVCDC@@PAVCWnd@@I@Z
0x0043C3B7 ?OnLButtonDown@CControlBar@@QAEXIVCPoint@@@Z
0x0043C3FD ?OnLButtonDblClk@CControlBar@@QAEXIVCPoint@@@Z
0x0043C42F ?OnIdleUpdateCmdUI@CControlBar@@QAEJIJ@Z
0x0043C4D7 ?OnInitialUpdate@CControlBar@@QAEXXZ
0x0043C4E1 ?RecalcDelayShow@CControlBar@@UAEKPAUAFX_SIZEPARENTPARAMS@@@Z
0x0043C559 ?OnSizeParent@CControlBar@@QAEJIJ@Z
0x0043C697 ?DelayShow@CControlBar@@UAEXH@Z
0x0043C6D5 ?IsVisible@CControlBar@@UBEHXZ
0x0043C6F3 ?DoPaint@CControlBar@@UAEXPAVCDC@@@Z
0x0043C71C ?DrawBorders@CControlBar@@QAEXPAVCDC@@AAVCRect@@@Z
0x0043C8CA ?CalcInsideRect@CControlBar@@QBEXAAVCRect@@H@Z
0x0043C941 ??0CDialogBar@@QAE@XZ
0x0043C961 ??_GCDialogBar@@UAEPAXI@Z
0x0043C97D ??1CDialogBar@@UAE@XZ
0x0043CAA8 ?CalcFixedLayout@CDialogBar@@UAE?AVCSize@@HH@Z
0x0043CB02 ?HandleInitDialog@CDialogBar@@IAEJIJ@Z
0x0043CB3D ?SetOccDialogInfo@CDialogBar@@MAEHPAU_AFX_OCC_DIALOG_INFO@@@Z
0x0043CB4D ??1CDockContext@@QAE@XZ
0x0043CB68 ?StartDrag@CDockContext@@UAEXVCPoint@@@Z
0x0043CEA2 ?AdjustRectangle@@YAXAAVCRect@@VCPoint@@@Z
0x0043CEE1 ?Move@CDockContext@@QAEXVCPoint@@@Z
0x0043CF5D ?OnKey@CDockContext@@QAEXHH@Z
0x0043CF91 ?EndDrag@CDockContext@@QAEXXZ
0x0043D0B5 ?StartResize@CDockContext@@UAEXHVCPoint@@@Z
0x0043D1D9 ?Stretch@CDockContext@@QAEXVCPoint@@@Z
0x0043D2D5 ?EndResize@CDockContext@@QAEXXZ
0x0043D318 ?ToggleDocking@CDockContext@@UAEXXZ
0x0043D3FE ?InitLoop@CDockContext@@QAEXXZ
0x0043D4BF ?CancelLoop@CDockContext@@QAEXXZ
0x0043D508 ?DrawFocusRect@CDockContext@@QAEXH@Z
0x0043D61E ?UpdateState@CDockContext@@QAEXPAHH@Z
0x0043D670 ?CanDock@CDockContext@@QAEKXZ
0x0043D788 ?GetDockBar@CDockContext@@QAEPAVCDockBar@@K@Z
0x0043D7D0 ?Track@CDockContext@@QAEHXZ
0x0043D8F1 ??0CDockBar@@QAE@H@Z
0x0043D96C ??_GCDockBar@@UAEPAXI@Z
0x0043D988 ??1CDockBar@@UAE@XZ
0x0043D9F4 ?Create@CDockBar@@QAEHPAVCWnd@@KI@Z
0x0043DA54 ?GetDockedCount@CDockBar@@QBEHXZ
0x0043DA81 ?GetDockedVisibleCount@CDockBar@@UBEHXZ
0x0043DABC ?DockControlBar@CDockBar@@QAEXPAVCControlBar@@PBUtagRECT@@@Z
0x0043DCF7 ?ReDockControlBar@CDockBar@@QAEXPAVCControlBar@@PBUtagRECT@@@Z
0x0043DEE7 ?RemovePlaceHolder@CDockBar@@QAEXPAVCControlBar@@@Z
0x0043DF3E ?RemoveControlBar@CDockBar@@QAEHPAVCControlBar@@HH@Z
0x0043E04E ?CalcFixedLayout@CDockBar@@UAE?AVCSize@@HH@Z
0x0043E4F8 ?OnSizeParent@CDockBar@@IAEJIJ@Z
0x0043E55E ?OnNcCalcSize@CDockBar@@IAEXHPAUtagNCCALCSIZE_PARAMS@@@Z
0x0043E5A4 ?OnNcPaint@CReBar@@IAEXXZ_1
0x0043E5AC ?OnPaint@CDockBar@@IAEXXZ
0x0043E62A ?FindBar@CDockBar@@QAEHPAVCControlBar@@H@Z
0x0043E658 ?ShowAll@CDockBar@@QAEXH@Z
0x0043E699 ?GetDockedControlBar@CDockBar@@IBEPAVCControlBar@@H@Z
0x0043E6B5 ?Insert@CDockBar@@IAEHPAVCControlBar@@VCRect@@VCPoint@@@Z
0x0043E811 ?OnMouseActivate@CMiniDockFrameWnd@@QAEHPAVCWnd@@II@Z
0x0043E82C ??0CMiniDockFrameWnd@@QAE@XZ
0x0043E86F ??_GCMiniDockFrameWnd@@UAEPAXI@Z
0x0043E88B ??1CMiniDockFrameWnd@@UAE@XZ
0x0043E8BF ?Create@CMiniDockFrameWnd@@UAEHPAVCWnd@@K@Z
0x0043EA0B ?RecalcLayout@CMiniDockFrameWnd@@UAEXH@Z
0x0043EA53 ?OnClose@CMiniDockFrameWnd@@QAEXXZ
0x0043EA61 ?OnNcLButtonDown@CMiniDockFrameWnd@@QAEXIVCPoint@@@Z
0x0043EB07 ?OnNcLButtonDblClk@CMiniDockFrameWnd@@QAEXIVCPoint@@@Z
0x0043EB7A ?GetHalftoneBrush@CDC@@SGPAVCBrush@@XZ
0x0043EBED ?DrawDragRect@CDC@@QAEXPBUtagRECT@@UtagSIZE@@01PAVCBrush@@2@Z
0x0043EF02 ?FillSolidRect@CDC@@QAEXPBUtagRECT@@K@Z
0x0043EF2C ?FillSolidRect@CDC@@QAEXHHHHK@Z
0x0043EF78 ?CreatePointFont@CFont@@QAEHHPBDPAVCDC@@@Z
0x0043EFBD ?CreatePointFontIndirect@CFont@@QAEHPBUtagLOGFONTA@@PAVCDC@@@Z
0x0043F07D ??1CStatic@@UAE@XZ
0x0043F0D7 ??1CButton@@UAE@XZ
0x0043F161 ??1CComboBox@@UAE@XZ
0x0043F1A7 ?OnChildNotify@CComboBox@@MAEHIIJPAJ@Z
0x0043F22F ??1CEdit@@UAE@XZ
0x0043F2EA ??0CFrameWnd@@QAE@XZ
0x0043F3B0 ??_GCFrameWnd@@UAEPAXI@Z
0x0043F3CC ??1CFrameWnd@@UAE@XZ
0x0043F433 ?AddFrameWnd@CFrameWnd@@IAEXXZ
0x0043F457 ?RemoveFrameWnd@CFrameWnd@@IAEXXZ
0x0043F47B ?LoadAccelTable@CFrameWnd@@QAEHPBD@Z
0x0043F4A1 ?GetDefaultAccelerator@CFrameWnd@@UAEPAUHACCEL__@@XZ
0x0043F4C5 ?PreTranslateMessage@CFrameWnd@@UAEHPAUtagMSG@@@Z
0x0043F548 ?OnPaletteChanged@CFrameWnd@@IAEXPAVCWnd@@@Z
0x0043F564 ?OnQueryNewPalette@CFrameWnd@@IAEHXZ
0x0043F585 ?ExitHelpMode@CFrameWnd@@UAEXXZ
0x0043F5F0 ?OnSetCursor@CFrameWnd@@IAEHPAVCWnd@@II@Z
0x0043F61A ?OnCommandHelp@CFrameWnd@@IAEJIJ@Z
0x0043F66E ?OnHelpHitTest@CFrameWnd@@IAEJIJ@Z
0x0043F684 ?OnCommand@CFrameWnd@@MAEHIJ@Z
0x0043F6FB ?AfxIsDescendant@@YGHPAUHWND__@@0@Z
0x0043F71B ?BeginModalState@CFrameWnd@@UAEXXZ
0x0043F848 ?EndModalState@CFrameWnd@@UAEXXZ
0x0043F8B7 ?ShowOwnedWindows@CFrameWnd@@QAEXH@Z
0x0043F959 ?OnEnable@CFrameWnd@@IAEXH@Z
0x0043FA17 ?NotifyFloatingWindows@CFrameWnd@@QAEXK@Z
0x0043FB19 ?Create@CFrameWnd@@QAEHPBD0KABUtagRECT@@PAVCWnd@@0KPAUCCreateContext@@@Z
0x0043FBB1 ?CreateView@CFrameWnd@@QAEPAVCWnd@@PAUCCreateContext@@I@Z
0x0043FC29 ?OnCreateClient@CFrameWnd@@MAEHPAUtagCREATESTRUCTW@@PAUCCreateContext@@@Z
0x0043FC4B ?OnCreate@CFrameWnd@@IAEHPAUtagCREATESTRUCTA@@@Z
0x0043FC5A ?OnCreateHelper@CFrameWnd@@IAEHPAUtagCREATESTRUCTA@@PAUCCreateContext@@@Z
0x0043FCA9 ?GetIconWndClass@CFrameWnd@@IAEPBDKI@Z
0x0043FD2C ?LoadFrame@CFrameWnd@@UAEHIKPAVCWnd@@PAUCCreateContext@@@Z
0x0043FE17 ?OnUpdateFrameMenu@CFrameWnd@@UAEXPAUHMENU__@@@Z
0x0043FE51 ?InitialUpdateFrame@CFrameWnd@@QAEXPAVCDocument@@H@Z
0x0043FF13 ?OnClose@CFrameWnd@@IAEXXZ
0x0044001C ?OnDestroy@CFrameWnd@@IAEXXZ
0x0044006B ?RemoveControlBar@CFrameWnd@@QAEXPAVCControlBar@@@Z
0x0044008C ?OnCmdMsg@CFrameWnd@@UAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z
